id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1398141781754011648,1398141781754011648,2021-05-27 21:59:11 Pacific Daylight Time,2021-05-27,21:59:11,-0700,1351960265479258113,ochan_iei,おーちゃん,,RAD DOGSのアンサーソングなのがまた良い,ja,[],[],[],0,0,0,[],[],https://twitter.com/Ochan_iei/status/1398141781754011648,False,,0,,,,,,,,[],,,,
1398141781498290176,1398139646236717061,2021-05-27 21:59:11 Pacific Daylight Time,2021-05-27,21:59:11,-0700,846212754247745536,nararouge,💛nat stole jimin’s pogo stick💛,,@pluhmmjelly @Josayhey Car and dog,en,[],[],[],0,0,0,[],[],https://twitter.com/nararouge/status/1398141781498290176,False,,0,,,,,,,,"[{'screen_name': 'pluhmmjelly', 'name': 'N 🐖 #ADVICE', 'id': '1216269286999650304'}, {'screen_name': 'Josayhey', 'name': '･ﾟ☆✧ Jo ⁷ ☆✧ ･', 'id': '479308656'}]",,,,
1398141778948091904,1398138904469929986,2021-05-27 21:59:10 Pacific Daylight Time,2021-05-27,21:59:10,-0700,93843808,rettungsratte,Dari Nomborn,,"@Dahie Yes, he was nicknamed megane-inu (glasses dog) by some random passerbys/neighbors already XD",en,[],[],[],0,0,0,[],[],https://twitter.com/Rettungsratte/status/1398141778948091904,False,,0,,,,,,,,"[{'screen_name': 'Dahie', 'name': 'Dahie', 'id': '50637773'}]",,,,
1398141775630409730,1398125501646983171,2021-05-27 21:59:10 Pacific Daylight Time,2021-05-27,21:59:10,-0700,2329755805,rynshell,Tessa trainee therapy dog,,"@MQuigley1963 Actually, I have seen one.  Something not known about on this planet. An unidentified flying object.",en,[],[],[],0,0,0,[],[],https://twitter.com/RynShell/status/1398141775630409730,False,,0,,,,,,,,"[{'screen_name': 'MQuigley1963', 'name': 'Melisa Quigley Author', 'id': '904233170999984128'}]",,,,
1398141772086321156,1397982938734731266,2021-05-27 21:59:09 Pacific Daylight Time,2021-05-27,21:59:09,-0700,1369108225489051648,ashbutnot_,Ash,,@BadBoyHalo @CptPuffy That is true this is my dog and he fluffy  https://t.co/aJcVvv6He8,en,[],[],['https://pbs.twimg.com/media/E2cyiA8XEAA7kvw.jpg'],0,0,0,[],[],https://twitter.com/Ashbutnot_/status/1398141772086321156,False,,1,https://pbs.twimg.com/media/E2cyiA8XEAA7kvw.jpg,,,,,,,"[{'screen_name': 'BadBoyHalo', 'name': 'BadBoyHalo', 'id': '628875141'}, {'screen_name': 'CptPuffy', 'name': 'Captain Puffy - Cara', 'id': '328657844'}]",,,,
1398141771662516234,1398141771662516234,2021-05-27 21:59:09 Pacific Daylight Time,2021-05-27,21:59:09,-0700,1266649054546546688,inkscratches,Tony 003/300,,"Hurgk I need one more Galleon Gun, please dirt dog drop your gun............................",en,[],[],[],0,0,0,[],[],https://twitter.com/inkscratches/status/1398141771662516234,False,,0,,,,,,,,[],,,,
1398141769405976576,1398136022974697475,2021-05-27 21:59:08 Pacific Daylight Time,2021-05-27,21:59:08,-0700,1387008218291793924,bushrift,Thestandard🪀,,@TotallyMillerTM @PapaWrite Alright. What about Gow or naughty dog games??,en,[],[],[],0,0,0,[],[],https://twitter.com/BushRift/status/1398141769405976576,False,,0,,,,,,,,"[{'screen_name': 'TotallyMillerTM', 'name': 'Miller', 'id': '1286378799219826688'}, {'screen_name': 'PapaWrite', 'name': 'PapaWrite', 'id': '4646692574'}]",,,,
1398141763475361792,1398141350445416449,2021-05-27 21:59:07 Pacific Daylight Time,2021-05-27,21:59:07,-0700,1323704020419096577,lwtrock2,mimi ! a bit ia,,@dlibykar i want to see the dog,en,[],[],[],0,0,0,[],[],https://twitter.com/lwtrock2/status/1398141763475361792,False,,0,,,,,,,,"[{'screen_name': 'dlibykar', 'name': 'karuna 🐑', 'id': '1255764977647931392'}]",,,,
1398141756932341760,1397030070829535239,2021-05-27 21:59:05 Pacific Daylight Time,2021-05-27,21:59:05,-0700,935689254000246785,fellhound_,Fell Hound @Production Hell,,@schiekapedia Please take all the time you need to grieve. Understandably she was a very special dog. If you need anything here for you ♥️,en,[],[],[],0,0,0,[],[],https://twitter.com/FellHound_/status/1398141756932341760,False,,0,,,,,,,,"[{'screen_name': 'schiekapedia', 'name': 'J. Schiek', 'id': '4719339432'}]",,,,
1398141747692281857,1398141747692281857,2021-05-27 21:59:03 Pacific Daylight Time,2021-05-27,21:59:03,-0700,38350414,jimmycrucifix,Jimmy Crucifix,,My Cat my 2 dogs and Santa.....  https://t.co/2YPYkIgAl6,en,[],['https://www.instagram.com/p/CPZ3HTYDG4S/?utm_medium=twitter'],[],0,0,0,[],[],https://twitter.com/Jimmycrucifix/status/1398141747692281857,False,,0,,,,,,,,[],,,,
1398141746610061314,1398054235082838016,2021-05-27 21:59:03 Pacific Daylight Time,2021-05-27,21:59:03,-0700,842487907931762688,lawdogstrikes,Law Dog,,@mystic_dragongm I was 13 and it had just came out. Bought it in the toy department of a chain department store.,en,[],[],[],0,0,0,[],[],https://twitter.com/LawDogStrikes/status/1398141746610061314,False,,0,,,,,,,,"[{'screen_name': 'mystic_dragongm', 'name': 'Mystic Dragon Games- Forged In Shadows', 'id': '1094731270729256961'}]",,,,
1398141745561436163,1397798692183101442,2021-05-27 21:59:03 Pacific Daylight Time,2021-05-27,21:59:03,-0700,918398335928512512,red_wolf320,RED @ a狼's / Dog Fight!!,,@iroha_fairy 経理事務やる？😊,ja,[],[],[],0,0,0,[],[],https://twitter.com/red_wolf320/status/1398141745561436163,False,,0,,,,,,,,"[{'screen_name': 'iroha_fairy', 'name': '彩葉(いろは)@低浮上', 'id': '3252133022'}]",,,,
1398141741325242371,1398141741325242371,2021-05-27 21:59:02 Pacific Daylight Time,2021-05-27,21:59:02,-0700,52039554,zumathedog,Zuma the Dog®,,Good morning Twitter world.  #mountainview  #writingcommunity  https://t.co/4rxnXRr21H,en,[],[],[],0,0,0,"['mountainview', 'writingcommunity']",[],https://twitter.com/zumathedog/status/1398141741325242371,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1398141695049580545/pu/img/rTBhfOjaMfdWg_tW.jpg,,,,,,,[],,,,
1398141741174198272,1398141741174198272,2021-05-27 21:59:01 Pacific Daylight Time,2021-05-27,21:59:01,-0700,1384388735303786498,dog0707,こじちゃん🍊,,桜の実　これがサクランボになるのね。 #サクランボ #桜 #桜の実  https://t.co/N0HZbby82N,ja,[],[],['https://pbs.twimg.com/media/E2cySj_UYAUehyU.jpg'],0,0,0,"['サクランボ', '桜', '桜の実']",[],https://twitter.com/dog0707/status/1398141741174198272,False,,1,https://pbs.twimg.com/media/E2cySj_UYAUehyU.jpg,,,,,,,[],,,,
1398141739576315906,1398059785895911424,2021-05-27 21:59:01 Pacific Daylight Time,2021-05-27,21:59:01,-0700,1318926827885387778,scumgargler,large dog mom,,"@KevinlyFather @mattgaetz German last name, it checks out",en,[],[],[],0,0,0,[],[],https://twitter.com/scumgargler/status/1398141739576315906,False,,0,,,,,,,,"[{'screen_name': 'KevinlyFather', 'name': 'KevinlyFather 🇺🇲🇨🇦🇲🇼🇸🇿', 'id': '389532043'}, {'screen_name': 'mattgaetz', 'name': 'Matt Gaetz', 'id': '58579942'}]",,,,
1398141737483358208,1398140604924760065,2021-05-27 21:59:01 Pacific Daylight Time,2021-05-27,21:59:01,-0700,1394142376726351878,atn06dia,𝑫ıαnα&June conta de vendedoras de hot dog,,@ATN05LYO para de mentir,pt,[],[],[],1,0,0,[],[],https://twitter.com/ATN06DIA/status/1398141737483358208,False,,0,,,,,,,,"[{'screen_name': 'ATN05LYO', 'name': '𝐋чon.', 'id': '1390367033720717312'}]",,,,
1398141730944286722,1398141730944286722,2021-05-27 21:58:59 Pacific Daylight Time,2021-05-27,21:58:59,-0700,1312663048805519360,rajeshs04152166,Rajesh saket,,#भगवान_का_विधान The one who drinks bitter water in the form of alcohol becomes a dog till seventy births. Drinks water from dirty drains and eats dirt. Drink bitter water. Seventy birth dogs. Sant Rampal Ji Maharaj  https://t.co/VDhcoUl1WI,en,[],[],['https://pbs.twimg.com/media/E2cyfKCVEAI8-Y0.jpg'],0,0,0,['भगवान_का_विधान'],[],https://twitter.com/Rajeshs04152166/status/1398141730944286722,False,,1,https://pbs.twimg.com/media/E2cyfKCVEAI8-Y0.jpg,,,,,,,[],,,,
1398141730617241600,1398141453038243840,2021-05-27 21:58:59 Pacific Daylight Time,2021-05-27,21:58:59,-0700,1300211589346459649,pink_dog_tea,Кируми 🎀,,ВСЁ БУДЕТ ХОРОШО НЕ ПЕРЕЖИВАЕМ,ru,[],[],[],0,0,0,[],[],https://twitter.com/pink_dog_tea/status/1398141730617241600,False,,0,,,,,,,,[],,,,
1398141728998236161,1398141728998236161,2021-05-27 21:58:59 Pacific Daylight Time,2021-05-27,21:58:59,-0700,348302455,nataliakowenia,Natalia Kowenia,,"Najważniejsze, to umieć się ustawić 😀 Drap mnie młoda!  #dzieckoipies #bernesemountaindog #animals #dog  https://t.co/6ueSfVpxmN",pl,[],[],['https://pbs.twimg.com/media/E2cye_nWEAAiQNY.jpg'],0,0,0,"['dzieckoipies', 'bernesemountaindog', 'animals', 'dog']",[],https://twitter.com/NataliaKowenia/status/1398141728998236161,False,,1,https://pbs.twimg.com/media/E2cye_nWEAAiQNY.jpg,,,,,,,[],,,,
1398141728079577091,1398124459471429633,2021-05-27 21:58:58 Pacific Daylight Time,2021-05-27,21:58:58,-0700,1291365470143000576,high_iq_expert,Bored Particle,,@The_Sleigher Nobody questioned when Newton said this about his dog. Hypocrazy,en,[],[],[],0,0,0,[],[],https://twitter.com/High_IQ_expert/status/1398141728079577091,False,,0,,,,,,,,"[{'screen_name': 'The_Sleigher', 'name': '🔇', 'id': '2165164652'}]",,,,
1398141726091476992,1398140652781670401,2021-05-27 21:58:58 Pacific Daylight Time,2021-05-27,21:58:58,-0700,1210498529325539328,eviedaisy3,🌸💧🌷Evie 🐶🐕❤️On a Mission From Dog #RedWaveAus,,@BradShannon11 Wow!,und,[],[],[],0,0,1,[],[],https://twitter.com/EvieDaisy3/status/1398141726091476992,False,,0,,,,,,,,"[{'screen_name': 'BradShannon11', 'name': 'THE MEMEMEISTER. 🔫⚧🚘', 'id': '1393743147717455873'}]",,,,
1398141724820742145,1398141724820742145,2021-05-27 21:58:58 Pacific Daylight Time,2021-05-27,21:58:58,-0700,1268741209687764993,isaahnog_,dog mau sem coleira,,sdds da época do meu fã clube do kl_kelover😭😭,pt,[],[],[],0,0,0,[],[],https://twitter.com/isaahnog_/status/1398141724820742145,False,https://twitter.com/selenazrare/status/1302433279992164352,0,,,,,,,,[],,,,
1398141724157898755,1398139908158410753,2021-05-27 21:58:57 Pacific Daylight Time,2021-05-27,21:58:57,-0700,3056142126,kazukun_00dog,ZERO⊿,,@yuki_taiyou 今月のモン玉……… すでにアムリタ、項羽いるから今さら😅😅  https://t.co/5viR3zKMex,ja,[],[],['https://pbs.twimg.com/media/E2cyfLMUYAQexL1.jpg'],0,0,0,[],[],https://twitter.com/kazukun_00dog/status/1398141724157898755,False,,1,https://pbs.twimg.com/media/E2cyfLMUYAQexL1.jpg,,,,,,,"[{'screen_name': 'yuki_taiyou', 'name': 'yuki', 'id': '313685298'}]",,,,
1398141723818274818,1398141530020487168,2021-05-27 21:58:57 Pacific Daylight Time,2021-05-27,21:58:57,-0700,298367232,jonyytsunami,EASTSIDE DORA,,I respect my elders but my dog ain’t do u nun mawmaw we in front my house stfu fr,en,[],[],[],0,0,0,[],[],https://twitter.com/jonyytsunami/status/1398141723818274818,False,,0,,,,,,,,[],,,,
1398141723755237376,1398139412513386500,2021-05-27 21:58:57 Pacific Daylight Time,2021-05-27,21:58:57,-0700,1287302678901530624,miauchiha13,Mia,,@josstk_ Y todo por los hot dogs 😡😡😡😡,es,[],[],[],0,0,0,[],[],https://twitter.com/MiaUchiha13/status/1398141723755237376,False,,0,,,,,,,,"[{'screen_name': 'josstk_', 'name': 'Joss; ❅🧈', 'id': '1245872987666079750'}]",,,,
1398141722194976773,1398141722194976773,2021-05-27 21:58:57 Pacific Daylight Time,2021-05-27,21:58:57,-0700,908139618775728128,mvox_16,Mark 🌬,,Austin Rivers you dog,en,[],[],[],0,0,0,[],[],https://twitter.com/mvox_16/status/1398141722194976773,False,,0,,,,,,,,[],,,,
1398141720387194887,1397708262204657667,2021-05-27 21:58:57 Pacific Daylight Time,2021-05-27,21:58:57,-0700,316931323,kellojello22,Kelsey Rachelle,,@lo_lifer I have the same one in blue for my weenie dog 😂  https://t.co/4UbtfNPZAl,en,[],[],['https://pbs.twimg.com/media/E2cyewRVcAIiTN8.jpg'],0,0,0,[],[],https://twitter.com/kellojello22/status/1398141720387194887,False,,1,https://pbs.twimg.com/media/E2cyewRVcAIiTN8.jpg,,,,,,,"[{'screen_name': 'lo_lifer', 'name': 'Лиля', 'id': '149301932'}]",,,,
1398141717010739204,1398141717010739204,2021-05-27 21:58:56 Pacific Daylight Time,2021-05-27,21:58:56,-0700,1290804879473090560,2__bo__dog,🍟이 보게🍟,,찌아키~~ 이 말투가 날 미치게해 누가 친구를 그렇게 귀엽고 깜찍한 목소리로 부르는더자,ko,[],[],[],0,0,0,[],[],https://twitter.com/2__bo__dog/status/1398141717010739204,False,,0,,,,,,,,[],,,,
1398141714632740869,1398020003539177475,2021-05-27 21:58:55 Pacific Daylight Time,2021-05-27,21:58:55,-0700,344793159,bakuexchange,ForkedTrades🃏,,"@AlexanderBellas @SFRCdems Armenian terrorist dogs kept #Karabakh under occupation for 30 years, killed thousands of Azerbaijanis, looted and destroyed Azerbaijani homes, trees, natural resources yet you have the audacity to ask for support for Armenian terrorism?",en,[],[],[],0,0,0,['karabakh'],[],https://twitter.com/BakuExchange/status/1398141714632740869,False,,0,,,,,,,,"[{'screen_name': 'AlexanderBellas', 'name': 'Alexander Bellas', 'id': '277069842'}, {'screen_name': 'SFRCdems', 'name': 'Senate Foreign Relations Committee', 'id': '1363974283156946948'}]",,,,
1398141713714188290,1397961497918119937,2021-05-27 21:58:55 Pacific Daylight Time,2021-05-27,21:58:55,-0700,2220207895,isaacson_janet,Janet Isaacson,,@TheFilmUpdates Cannot wait love the idea of dogs in every movie 🐾🐾❤️❤️,en,[],[],[],0,0,0,[],[],https://twitter.com/isaacson_janet/status/1398141713714188290,False,,0,,,,,,,,"[{'screen_name': 'TheFilmUpdates', 'name': 'Film Updates', 'id': '1339619325578240000'}]",,,,
1398141710702575616,1398085064408240129,2021-05-27 21:58:54 Pacific Daylight Time,2021-05-27,21:58:54,-0700,1340729151829884928,dog_yukkn,ドックん🐶🫀,,@efu_under ナズチ装備目指しますか！,ja,[],[],[],0,0,0,[],[],https://twitter.com/Dog_Yukkn/status/1398141710702575616,False,,0,,,,,,,,"[{'screen_name': 'efu_under', 'name': 'f', 'id': '1393400393913176064'}]",,,,
1398141708286656515,1398134075014008832,2021-05-27 21:58:54 Pacific Daylight Time,2021-05-27,21:58:54,-0700,1555336693,daveydogs,💧David Gray🕯,,@noplaceforsheep In the dungeon with the nights developing a new plan,en,[],[],[],0,0,0,[],[],https://twitter.com/DaveyDogs/status/1398141708286656515,False,,0,,,,,,,,"[{'screen_name': 'noplaceforsheep', 'name': 'Dr Sheep Devil Person', 'id': '233343317'}]",,,,
1398141706885808128,1398138318697615362,2021-05-27 21:58:53 Pacific Daylight Time,2021-05-27,21:58:53,-0700,772974855046123520,unsaidxdelena,ash,,@slIampy @oocgng or you unban me and i don't get the new lambo. choose wisely your dogs are on the line,en,[],[],[],0,0,0,[],[],https://twitter.com/unsaidxdelena/status/1398141706885808128,False,,0,,,,,,,,"[{'screen_name': 'slIampy', 'name': 'Sarah Lampert', 'id': '1382828212321865731'}, {'screen_name': 'oocgng', 'name': 'noa', 'id': '935281069280190465'}]",,,,
1398141706445410307,1398141706445410307,2021-05-27 21:58:53 Pacific Daylight Time,2021-05-27,21:58:53,-0700,1390286905837764614,manahel_31,Manahel,,if you start talkin bad about me and all I keep saying is ok. you sound like a dog that jus keeps barking to me.🤷‍♀️😂,en,[],[],[],0,0,0,[],[],https://twitter.com/manahel_31/status/1398141706445410307,False,,0,,,,,,,,[],,,,
1398141704809615362,1398141704809615362,2021-05-27 21:58:53 Pacific Daylight Time,2021-05-27,21:58:53,-0700,1307697915255717888,itzel47479218,itzel,,"Have you ever received a stuffed animal and you gave it to your dog, bc same 😂",en,[],[],[],0,0,0,[],[],https://twitter.com/itzel47479218/status/1398141704809615362,False,,0,,,,,,,,[],,,,
1398141703505145858,1398141703505145858,2021-05-27 21:58:52 Pacific Daylight Time,2021-05-27,21:58:52,-0700,1023918079678369797,cat_and_dog_13b,まさき 【車落ち着き期】,,キャンギャル撮影とか、ローリングショットとか色々あるけど、、、  1つもやった事ないな…🤔  まぁ予定はあるけれども…😎✨,ja,[],[],[],0,0,0,[],[],https://twitter.com/cat_and_dog_13b/status/1398141703505145858,False,,0,,,,,,,,[],,,,
1398141701558964226,1398133222358192131,2021-05-27 21:58:52 Pacific Daylight Time,2021-05-27,21:58:52,-0700,498388624,jekoybakoy,Jekoooooooyyyyyyy,,@tampabayandie How about Stella The Dog? :3,en,[],[],[],0,0,0,[],[],https://twitter.com/Jekoybakoy/status/1398141701558964226,False,,0,,,,,,,,"[{'screen_name': 'tampabayandie', 'name': 'Andie', 'id': '25964197'}]",,,,
1398141687403327489,1398141687403327489,2021-05-27 21:58:49 Pacific Daylight Time,2021-05-27,21:58:49,-0700,4769389149,keamacaroni,Sheogorath,,"By girth, the smallest snake we've met in the yard is about the size of a fine-point Sharpie. The middle one is somewhere between a hot dog (just the weenie) and a roll of Necco wafers. The biggest is probably as big around as an 8 oz soda can.",en,[],[],[],0,0,0,[],[],https://twitter.com/Keamacaroni/status/1398141687403327489,False,,0,,,,,,,,[],,,,
1398141686807728128,1398141686807728128,2021-05-27 21:58:49 Pacific Daylight Time,2021-05-27,21:58:49,-0700,26703172,scraps_the_dog,Shawn White,,Amazing,en,[],[],[],0,0,0,[],[],https://twitter.com/Scraps_the_Dog/status/1398141686807728128,False,https://twitter.com/mrtwisterchaser/status/1397938401769312264,0,,,,,,,,[],,,,
1398141685943750660,1398141685943750660,2021-05-27 21:58:48 Pacific Daylight Time,2021-05-27,21:58:48,-0700,3177181579,go__browns,Don’t buy from breeders🤨 Go rescue a dog !,,Here-Here !!,en,[],[],[],0,0,0,[],[],https://twitter.com/GO__Browns/status/1398141685943750660,False,https://twitter.com/heidi_sorenson_/status/1389803173192163328,0,,,,,,,,[],,,,
1398141685025046528,1398141685025046528,2021-05-27 21:58:48 Pacific Daylight Time,2021-05-27,21:58:48,-0700,1097488492525805574,lemsanza,nagyung,,dog goes woof,en,[],[],[],0,0,1,[],[],https://twitter.com/lemsanza/status/1398141685025046528,False,,0,,,,,,,,[],,,,
1398141682865119233,1398121311709405184,2021-05-27 21:58:48 Pacific Daylight Time,2021-05-27,21:58:48,-0700,2156980293,m1ke_a,Mike Anton,,"@SilenceInPolish @dsyzdek Round friends many years ago, one of whom hadn't seen the film. ""Is it the Dog?"" they asked 🤔",en,[],[],[],0,0,0,[],[],https://twitter.com/M1ke_A/status/1398141682865119233,False,,0,,,,,,,,"[{'screen_name': 'SilenceInPolish', 'name': 'Jenny Grant', 'id': '873964368119115776'}, {'screen_name': 'dsyzdek', 'name': 'David J. Syzdek', 'id': '13958282'}]",,,,
1398141679069061121,1398141679069061121,2021-05-27 21:58:47 Pacific Daylight Time,2021-05-27,21:58:47,-0700,2297622032,theviditsharma,Vidit  Sharma,,"We started feeding One year n with contributions from people like you, we have expanded our fleet &amp; no. of strays Food preparation is in full swing for stray dogs and other animals in need #LetsDoMore #Dogs @TheJohnAbraham @TOINoida @somyalakhani @payalbhayana @MudrasRajesh  https://t.co/nro92Y8fyG",en,"[{'screen_name': 'thejohnabraham', 'name': 'john abraham', 'id': '947192262'}, {'screen_name': 'toinoida', 'name': 'toi noida', 'id': '2590878146'}, {'screen_name': 'somyalakhani', 'name': 'somya lakhani', 'id': '139779018'}, {'screen_name': 'payalbhayana', 'name': 'payal bbhayana 🇮🇳', 'id': '2659333482'}, {'screen_name': 'mudrasrajesh', 'name': 'rajesh mudras', 'id': '1245245379756486656'}]",[],[],0,0,0,"['letsdomore', 'dogs']",[],https://twitter.com/TheViditsharma/status/1398141679069061121,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1398141579257257984/pu/img/jaTiVOTYYlv0Ki1x.jpg,,,,,,,[],,,,
1398141675629953028,1398141675629953028,2021-05-27 21:58:46 Pacific Daylight Time,2021-05-27,21:58:46,-0700,1358911775689871362,ammunitionisart,ｐａｒｔｙ　ｐｏｉｓｏｎ　そう逸,,"How can someone clip a dogs vocal chords, leave them outside in the rain at 1 AM and listen to them cry all night? What is wrong with people? I can’t sleep I have to do something",en,[],[],[],0,0,0,[],[],https://twitter.com/ammunitionisart/status/1398141675629953028,False,,0,,,,,,,,[],,,,
1398141668470050821,1398141668470050821,2021-05-27 21:58:44 Pacific Daylight Time,2021-05-27,21:58:44,-0700,1316867765538443265,dog08744325,ネコDog@みのりん先輩過激派,,メカ系のアニメとかドラえもんとキテレツ大百科とカンタムロボしか知らんぞ。 …刀使ノ巫女？,ja,[],[],[],0,0,0,[],[],https://twitter.com/Dog08744325/status/1398141668470050821,False,,0,,,,,,,,[],,,,
1398141666557632512,1398050058227097605,2021-05-27 21:58:44 Pacific Daylight Time,2021-05-27,21:58:44,-0700,1283267755924426752,thejonesjr1,Boom💥Bang🔫Pow👊🏾,,"@1namillion_16 Just finished it...the funniest part to me was at the gynecologist and the dog part🤣🤣🤣🤣🤣😭😭😭😭😭💀💀💀💀💀Ever bastard in there deserved what happened to them, I laughed every time...it definitely was a lot better than I thought it’d be  Bring on any other recommendations",en,[],[],[],0,0,0,[],[],https://twitter.com/TheJonesJr1/status/1398141666557632512,False,,0,,,,,,,,"[{'screen_name': '1namillion_16', 'name': 'Λ. ™', 'id': '767770707224883201'}]",,,,
1398141665282428930,1398128372975235080,2021-05-27 21:58:43 Pacific Daylight Time,2021-05-27,21:58:43,-0700,411818275,andrewr124xx,Andrew R,,@FoxyLustyGrover She’s my first every dog and I wish she could outlive me.,en,[],[],[],1,0,0,[],[],https://twitter.com/andrewr124xx/status/1398141665282428930,False,,0,,,,,,,,"[{'screen_name': 'FoxyLustyGrover', 'name': 'Foxy Lustful Cheesecake', 'id': '2604490724'}]",,,,
